Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
AMY1B,Amylase Alpha 1B,Protein Coding,P0DTE7,38,GC01M103687,14.22408104,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1B
NBPF14,NBPF Member 14,Protein Coding,Q5TI25,35,GC01M148531,14.18990326,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF14
SLC24A3,Solute Carrier Family 24 Member 3,Protein Coding,Q9HC58,49,GC20P019212,14.18237782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A3
CYP20A1,Cytochrome P450 Family 20 Subfamily A Member 1,Protein Coding,Q6UW02,45,GC02P203238,14.16187286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP20A1
GTDC1,Glycosyltransferase Like Domain Containing 1,Protein Coding,Q4AE62,46,GC02M143938,14.14905548,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTDC1
HCAR2,Hydroxycarboxylic Acid Receptor 2,Protein Coding,Q8TDS4,49,GC12M122701,14.1426897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCAR2
BRMS1L,BRMS1 Like Transcriptional Repressor,Protein Coding,Q5PSV4,47,GC14P035826,14.13465595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRMS1L
BTBD10,BTB Domain Containing 10,Protein Coding,Q9BSF8,45,GC11M013387,14.10598373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD10
NOL6,Nucleolar Protein 6,Protein Coding,Q9H6R4,41,GC09M033451,14.06486416,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL6
SLC43A2,Solute Carrier Family 43 Member 2,Protein Coding,Q8N370,44,GC17M083854,14.03093529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A2
SNRPB2,Small Nuclear Ribonucleoprotein Polypeptide B2,Protein Coding,P08579,48,GC20P016758,14.03077412,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB2
MPPED2,Metallophosphoesterase Domain Containing 2,Protein Coding,Q15777,48,GC11M030406,14.01479626,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPPED2
DOK5,Docking Protein 5,Protein Coding,Q9P104,45,GC20P054476,13.96651745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK5
VRK3,VRK Serine/Threonine Kinase 3,Protein Coding,Q8IV63,47,GC19M049976,13.96390343,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK3
ICAM5,Intercellular Adhesion Molecule 5,Protein Coding,Q9UMF0,50,GC19P010289,13.95475864,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM5
DCLRE1A,DNA Cross-Link Repair 1A,Protein Coding,Q6PJP8,44,GC10M113834,13.95270824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1A
TRIM35,Tripartite Motif Containing 35,Protein Coding,Q9UPQ4,44,GC08M027284,13.92999458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM35
HS3ST2,Heparan Sulfate-Glucosamine 3-Sulfotransferase 2,Protein Coding,Q9Y278,50,GC16P022814,13.90963173,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST2
FHL5,Four And A Half LIM Domains 5,Protein Coding,Q5TD97,45,GC06P096562,13.90035915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL5
CIAO2B,Cytosolic Iron-Sulfur Assembly Component 2B,Protein Coding,Q9Y3D0,45,GC16M067546,13.87401295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIAO2B
INTS4,Integrator Complex Subunit 4,Protein Coding,Q96HW7,44,GC11M129429,13.87313175,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS4
FBXO22,F-Box Protein 22,Protein Coding,Q8NEZ5,40,GC15P075903,13.8639183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO22
SCARA3,Scavenger Receptor Class A Member 3,Protein Coding,Q6AZY7,46,GC08P027633,13.86346722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARA3
CWC15,CWC15 Spliceosome Associated Protein Homolog,Protein Coding,Q9P013,42,GC11M094962,13.82879257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWC15
FUT5,Fucosyltransferase 5,Protein Coding,Q11128,45,GC19M005865,13.78964615,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT5
PTH2R,Parathyroid Hormone 2 Receptor,Protein Coding,P49190,55,GC02P208359,13.77262497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH2R
ANGPTL2,Angiopoietin Like 2,Protein Coding,Q9UKU9,48,GC09M127087,13.73923397,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL2
HECTD1,HECT Domain E3 Ubiquitin Protein Ligase 1,Protein Coding,Q9ULT8,44,GC14M031100,13.69984055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1
HECTD3,HECT Domain E3 Ubiquitin Protein Ligase 3,Protein Coding,Q5T447,44,GC01M045002,13.68886757,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD3
AURKAIP1,Aurora Kinase A Interacting Protein 1,Protein Coding,Q9NWT8,47,GC01M001373,13.68291187,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKAIP1
ARFIP2,ADP Ribosylation Factor Interacting Protein 2,Protein Coding,P53365,50,GC11M012779,13.66231346,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP2
TRIM59,Tripartite Motif Containing 59,Protein Coding,Q8IWR1,41,GC03M160432,13.64361668,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM59
NMUR2,Neuromedin U Receptor 2,Protein Coding,Q9GZQ4,42,GC05M152391,13.64115143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR2
RHBDD1,Rhomboid Domain Containing 1,Protein Coding,Q8TEB9,41,GC02P226870,13.62876892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHBDD1
ACER2,Alkaline Ceramidase 2,Protein Coding,Q5QJU3,45,GC09P019409,13.622015,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER2
TRANK1,Tetratricopeptide Repeat And Ankyrin Repeat Containing 1,Protein Coding,O15050,45,GC03M036845,13.61060715,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRANK1
TBCB,Tubulin Folding Cofactor B,Protein Coding,Q99426,48,GC19P122948,13.57404423,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCB
PSME3IP1,Proteasome Activator Subunit 3 Interacting Protein 1,Protein Coding,Q9GZU8,43,GC16M057155,13.54758263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3IP1
GFRAL,GDNF Family Receptor Alpha Like,Protein Coding,Q6UXV0,40,GC06P145102,13.53291798,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRAL
ARHGAP15,Rho GTPase Activating Protein 15,Protein Coding,Q53QZ3,48,GC02P143091,13.45011044,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP15
B4GALT2,"Beta-1,4-Galactosyltransferase 2",Protein Coding,O60909,49,GC01P043978,13.44479942,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT2
ANP32E,Acidic Nuclear Phosphoprotein 32 Family Member E,Protein Coding,Q9BTT0,41,GC01M150218,13.44242859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32E
ZNF207,Zinc Finger Protein 207,Protein Coding,O43670,43,GC17P122631,13.42334175,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF207
NHERF4,NHERF Family PDZ Scaffold Protein 4,Protein Coding,Q86UT5,42,GC11P123414,13.41662312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF4
TOR2A,Torsin Family 2 Member A,Protein Coding,Q5JU69,48,GC09M128109,13.39520836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR2A
CA14,Carbonic Anhydrase 14,Protein Coding,Q9ULX7,52,GC01P166918,13.39103127,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA14
USP38,Ubiquitin Specific Peptidase 38,Protein Coding,Q8NB14,43,GC04P143184,13.38978481,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP38
EIF1AD,Eukaryotic Translation Initiation Factor 1A Domain Containing,Protein Coding,Q8N9N8,42,GC11M065996,13.36916351,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1AD
ADAP1,ArfGAP With Dual PH Domains 1,Protein Coding,O75689,51,GC07M000897,13.34473228,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAP1
SCAMP2,Secretory Carrier Membrane Protein 2,Protein Coding,O15127,48,GC15M074843,13.33958817,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP2
RASA4,RAS P21 Protein Activator 4,Protein Coding,O43374,43,GC07M105858,13.3047657,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASA4
PDE12,Phosphodiesterase 12,Protein Coding,Q6L8Q7,47,GC03P057556,13.28976536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE12
FBXL15,F-Box And Leucine Rich Repeat Protein 15,Protein Coding,Q9H469,39,GC10P102419,13.28536606,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL15
MRPS30,Mitochondrial Ribosomal Protein S30,Protein Coding,Q9NP92,45,GC05P044808,13.2677269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS30
FAM83G,Family With Sequence Similarity 83 Member G,Protein Coding,A6ND36,46,GC17M018968,13.24580383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83G
DENND2D,DENN Domain Containing 2D,Protein Coding,Q9H6A0,44,GC01M111185,13.23550797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND2D
RASEF,RAS And EF-Hand Domain Containing,Protein Coding,Q8IZ41,48,GC09M112758,13.23452568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASEF
PGA5,Pepsinogen A5,Protein Coding,P0DJD9,47,GC11P061241,13.20330715,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGA5
BCL2L13,BCL2 Like 13,Protein Coding,Q9BXK5,48,GC22P017628,13.16892147,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L13
SVEP1,"Sushi, Von Willebrand Factor Type A, EGF And Pentraxin Domain Containing 1",Protein Coding,Q4LDE5,47,GC09M110365,13.16779041,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVEP1
TMEM11,Transmembrane Protein 11,Protein Coding,P17152,49,GC17M021197,13.16353035,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM11
COPE,COPI Coat Complex Subunit Epsilon,Protein Coding,O14579,47,GC19M018899,13.15354156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPE
NABP2,Nucleic Acid Binding Protein 2,Protein Coding,Q9BQ15,41,GC12P062017,13.15220165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NABP2
ENOX2,Ecto-NOX Disulfide-Thiol Exchanger 2,Protein Coding,Q16206,48,GC0XM130623,13.15031338,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENOX2
SGSM3,Small G Protein Signaling Modulator 3,Protein Coding,Q96HU1,48,GC22P040370,13.13158894,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSM3
SPSB1,SplA/Ryanodine Receptor Domain And SOCS Box Containing 1,Protein Coding,Q96BD6,42,GC01P009292,13.11501694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB1
FBXO45,F-Box Protein 45,Protein Coding,P0C2W1,46,GC03P196568,13.08730412,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO45
FAM83C,Family With Sequence Similarity 83 Member C,Protein Coding,Q9BQN1,44,GC20M035285,13.0850153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83C
MISP,Mitotic Spindle Positioning,Protein Coding,Q8IVT2,39,GC19P121797,13.07153225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MISP
NUDT3,Nudix Hydrolase 3,Protein Coding,O95989,46,GC06M097240,13.05010414,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT3
WEE2,WEE2 Oocyte Meiosis Inhibiting Kinase,Protein Coding,P0C1S8,48,GC07P141708,13.04778385,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE2
KIF18A,Kinesin Family Member 18A,Protein Coding,Q8NI77,48,GC11M028020,13.04415512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF18A
MAGEC1,MAGE Family Member C1,Protein Coding,O60732,44,GC0XP141905,13.03675175,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEC1
UBA3,Ubiquitin Like Modifier Activating Enzyme 3,Protein Coding,Q8TBC4,47,GC03M069054,13.03469086,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA3
BTN2A2,Butyrophilin Subfamily 2 Member A2,Protein Coding,Q8WVV5,50,GC06P026383,13.01903915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN2A2
MIDEAS,Mitotic Deacetylase Associated SANT Domain Protein,Protein Coding,Q6PJG2,40,GC14M074100,12.98924255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIDEAS
CFAP65,Cilia And Flagella Associated Protein 65,Protein Coding,Q6ZU64,45,GC02M219003,12.97906399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP65
TXNDC9,Thioredoxin Domain Containing 9,Protein Coding,O14530,48,GC02M101233,12.97362137,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC9
NMS,Neuromedin S,Protein Coding,Q5H8A3,43,GC02P100453,12.94971848,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMS
PTPN9,Protein Tyrosine Phosphatase Non-Receptor Type 9,Protein Coding,P43378,47,GC15M075463,12.8162241,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN9
ADGRF1,Adhesion G Protein-Coupled Receptor F1,Protein Coding,Q5T601,43,GC06M046997,12.81586456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF1
PPP6R1,Protein Phosphatase 6 Regulatory Subunit 1,Protein Coding,Q9UPN7,43,GC19M097468,12.79746532,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R1
ZNF76,Zinc Finger Protein 76,Protein Coding,P36508,42,GC06P144889,12.79723644,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF76
ARMC10,Armadillo Repeat Containing 10,Protein Coding,Q8N2F6,44,GC07P103074,12.79503345,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC10
EMC8,ER Membrane Protein Complex Subunit 8,Protein Coding,O43402,41,GC16M085771,12.78809834,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC8
TCTA,T Cell Leukemia Translocation Altered,Protein Coding,P57738,40,GC03P049412,12.76374245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTA
AADAC,Arylacetamide Deacetylase,Protein Coding,P22760,54,GC03P151813,12.72119713,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AADAC
SCHIP1,Schwannomin Interacting Protein 1,Protein Coding,P0DPB3,41,GC03P159273,12.68816948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCHIP1
SRRD,SRR1 Domain Containing,Protein Coding,Q9UH36,37,GC22P026483,12.68135357,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRD
SSH3,Slingshot Protein Phosphatase 3,Protein Coding,Q8TE77,43,GC11P067303,12.66036129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSH3
BTBD1,BTB Domain Containing 1,Protein Coding,Q9H0C5,46,GC15M152112,12.65883446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD1
SRPRB,SRP Receptor Subunit Beta,Protein Coding,Q9Y5M8,44,GC03P133784,12.64774704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRB
GPR17,G Protein-Coupled Receptor 17,Protein Coding,Q13304,48,GC02P127645,12.62317276,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR17
CENPM,Centromere Protein M,Protein Coding,Q9NSP4,43,GC22M079364,12.6141386,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPM
ACYP1,Acylphosphatase 1,Protein Coding,P07311,49,GC14M075053,12.60637093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1
FBXL17,F-Box And Leucine Rich Repeat Protein 17,Protein Coding,Q9UF56,45,GC05M107859,12.56357765,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL17
ARGLU1,Arginine And Glutamate Rich 1,Protein Coding,Q9NWB6,44,GC13M106541,12.56316853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARGLU1
RNF185,Ring Finger Protein 185,Protein Coding,Q96GF1,43,GC22P031160,12.5589838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF185
GGT7,Gamma-Glutamyltransferase 7,Protein Coding,Q9UJ14,48,GC20M034844,12.55479717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT7
CENPO,Centromere Protein O,Protein Coding,Q9BU64,43,GC02P024793,12.54743385,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPO
NPL,N-Acetylneuraminate Pyruvate Lyase,Protein Coding,Q9BXD5,47,GC01P182790,12.52226734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPL
BTBD9,BTB Domain Containing 9,Protein Coding,Q96Q07,47,GC06M038168,12.51371956,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD9
APMAP,Adipocyte Plasma Membrane Associated Protein,Protein Coding,Q9HDC9,47,GC20M024962,12.51128197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APMAP
PGA3,Pepsinogen A3,Protein Coding,P0DJD8,43,GC11P061203,12.49512005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGA3
AMOTL2,Angiomotin Like 2,Protein Coding,Q9Y2J4,42,GC03M134355,12.47190094,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMOTL2
ART3,ADP-Ribosyltransferase 3 (Inactive),Protein Coding,Q13508,48,GC04P076011,12.47093773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ART3
SLC48A1,Solute Carrier Family 48 Member 1,Protein Coding,Q6P1K1,43,GC12P047753,12.46936035,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC48A1
BRS3,Bombesin Receptor Subtype 3,Protein Coding,P32247,51,GC0XP136520,12.45611191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRS3
PTTG2,Pituitary Tumor-Transforming 2,Protein Coding,Q9NZH5,42,GC04P038702,12.43023014,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG2
RNF103,Ring Finger Protein 103,Protein Coding,O00237,39,GC02M086603,12.39164448,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103
ZNF91,Zinc Finger Protein 91,Protein Coding,Q05481,41,GC19M096621,12.3841238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF91
ERG28,Ergosterol Biosynthesis 28 Homolog,Protein Coding,Q9UKR5,43,GC14M075650,12.38220024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG28
OBI1,ORC Ubiquitin Ligase 1,Protein Coding,Q5W0B1,42,GC13M078615,12.36776352,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBI1
GPR158,G Protein-Coupled Receptor 158,Protein Coding,Q5T848,47,GC10P025174,12.35082626,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR158
SLC7A13,Solute Carrier Family 7 Member 13,Protein Coding,Q8TCU3,41,GC08M086214,12.3343029,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A13
LAPTM4A,Lysosomal Protein Transmembrane 4 Alpha,Protein Coding,Q15012,45,GC02M020032,12.30469036,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAPTM4A
PELI2,Pellino E3 Ubiquitin Protein Ligase Family Member 2,Protein Coding,Q9HAT8,45,GC14P056117,12.28839302,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI2
KCNJ9,Potassium Inwardly Rectifying Channel Subfamily J Member 9,Protein Coding,Q92806,47,GC01P167533,12.28432465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ9
BSX,Brain Specific Homeobox,Protein Coding,Q3C1V8,42,GC11M122977,12.25435543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSX
STBD1,Starch Binding Domain 1,Protein Coding,O95210,45,GC04P076306,12.246315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STBD1
FRMD8,FERM Domain Containing 8,Protein Coding,Q9BZ67,39,GC11P094617,12.23420525,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMD8
CKLF,Chemokine Like Factor,Protein Coding,Q9UBR5,44,GC16P066552,12.22060776,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKLF
PLLP,Plasmolipin,Protein Coding,Q9Y342,46,GC16M057379,12.19613266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLLP
MSRB2,Methionine Sulfoxide Reductase B2,Protein Coding,Q9Y3D2,48,GC10P023095,12.18139172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRB2
ZPBP2,Zona Pellucida Binding Protein 2,Protein Coding,Q6X784,41,GC17P122963,12.18041039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPBP2
PTGR2,Prostaglandin Reductase 2,Protein Coding,Q8N8N7,47,GC14P073930,12.1714325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGR2
C2CD4B,C2 Calcium Dependent Domain Containing 4B,Protein Coding,A6NLJ0,40,GC15M151611,12.11792183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4B
CADM4,Cell Adhesion Molecule 4,Protein Coding,Q8NFZ8,45,GC19M043622,12.09073257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM4
MRGPRX1,MAS Related GPR Family Member X1,Protein Coding,Q96LB2,44,GC11M018955,12.0771904,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX1
DISP3,Dispatched RND Transporter Family Member 3,Protein Coding,Q9P2K9,41,GC01P011479,12.07553768,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISP3
PGA4,Pepsinogen A4,Protein Coding,P0DJD7,39,GC11P061222,11.99313927,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGA4
TXNDC2,Thioredoxin Domain Containing 2,Protein Coding,Q86VQ3,43,GC18P009885,11.98039436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC2
SLC39A12,Solute Carrier Family 39 Member 12,Protein Coding,Q504Y0,47,GC10P017951,11.95140839,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A12
FERD3L,Fer3 Like BHLH Transcription Factor,Protein Coding,Q96RJ6,38,GC07M019144,11.92794323,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERD3L
ZNF174,Zinc Finger Protein 174,Protein Coding,Q15697,43,GC16P003401,11.90778923,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF174
HAUS7,HAUS Augmin Like Complex Subunit 7,Protein Coding,Q99871,43,GC0XM153447,11.90701103,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS7
ZACN,Zinc Activated Ion Channel,Protein Coding,Q401N2,43,GC17P076071,11.89146709,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZACN
YIF1A,"Yip1 Interacting Factor Homolog A, Membrane Trafficking Protein",Protein Coding,O95070,47,GC11M129056,11.85497665,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIF1A
ZNF211,Zinc Finger Protein 211,Protein Coding,Q13398,36,GC19P057630,11.83602142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF211
RNF157,Ring Finger Protein 157,Protein Coding,Q96PX1,43,GC17M076142,11.82319164,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF157
GIPC2,GIPC PDZ Domain Containing Family Member 2,Protein Coding,Q8TF65,45,GC01P078059,11.81080818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC2
MYL5,Myosin Light Chain 5,Protein Coding,Q02045,41,GC04P000673,11.80866432,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL5
GPR50,G Protein-Coupled Receptor 50,Protein Coding,Q13585,48,GC0XP151176,11.7935257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR50
HEATR5B,HEAT Repeat Containing 5B,Protein Coding,Q9P2D3,43,GC02M036949,11.7628603,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEATR5B
FCF1,FCF1 RRNA-Processing Protein,Protein Coding,Q9Y324,40,GC14P074713,11.76241398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCF1
CTPS2,CTP Synthase 2,Protein Coding,Q9NRF8,49,GC0XM016587,11.75319195,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTPS2
